,Average,Date
408,63.3980185185185,2016-08-15
409,63.103553703703696,2016-08-16
410,63.261457407407406,2016-08-17
411,64.40987037037037,2016-08-18
412,64.57004814814815,2016-08-19
413,63.78564814814815,2016-08-22
414,64.19054814814814,2016-08-23
415,64.1635,2016-08-24
416,63.92527962962963,2016-08-25
417,64.11851851851851,2016-08-26
418,63.98907222222223,2016-08-29
419,64.30172037037038,2016-08-30
420,63.20477592592592,2016-08-31
421,62.59552592592592,2016-09-01
422,63.53922592592591,2016-09-02
423,63.83112962962964,2016-09-06
424,64.66753888888888,2016-09-07
425,65.33062037037037,2016-09-08
426,64.46657407407407,2016-09-09
427,63.66846851851852,2016-09-12
428,62.63166666666667,2016-09-13
429,61.95727592592592,2016-09-14
430,62.1087074074074,2016-09-15
431,61.66757592592594,2016-09-16
432,62.296796296296286,2016-09-19
433,61.83963148148149,2016-09-20
434,62.590231481481474,2016-09-21
435,63.70912222222222,2016-09-22
436,62.48577777777778,2016-09-23
437,62.27324259259259,2016-09-26
438,61.05046851851852,2016-09-27
439,62.72203518518519,2016-09-28
440,64.6170611111111,2016-09-29
441,65.3400462962963,2016-09-30
442,65.40351851851852,2016-10-03
443,65.42228333333334,2016-10-04
444,66.1791037037037,2016-10-05
445,66.26767962962963,2016-10-06
446,66.21675925925926,2016-10-07
447,66.9799537037037,2016-10-10
448,66.41814814814815,2016-10-11
449,65.84403703703704,2016-10-12
450,65.29144444444444,2016-10-13
451,65.55537777777778,2016-10-14
452,64.7171,2016-10-17
453,64.9474074074074,2016-10-18
454,65.87599814814816,2016-10-19
455,65.54971296296296,2016-10-20
456,65.27946111111112,2016-10-21
457,64.96035555555555,2016-10-24
458,64.98236111111112,2016-10-25
459,64.11180555555555,2016-10-26
460,64.63504074074075,2016-10-27
461,64.32203703703705,2016-10-28
462,63.41536851851851,2016-10-31
463,63.18802592592593,2016-11-01
464,62.04115740740741,2016-11-02
465,62.11821481481482,2016-11-03
466,62.03019259259259,2016-11-04
467,62.73677222222223,2016-11-07
468,62.92054259259259,2016-11-08
469,63.740388888888894,2016-11-09
470,64.28275740740742,2016-11-10
471,63.26909444444444,2016-11-11
472,63.10968148148149,2016-11-14
473,65.14001666666667,2016-11-15
474,65.45310925925926,2016-11-16
475,65.36419074074075,2016-11-17
476,64.96336296296296,2016-11-18
477,66.51079814814814,2016-11-21
478,66.62379814814815,2016-11-22
479,66.82212962962964,2016-11-23
480,66.6007611111111,2016-11-25
481,66.05755740740742,2016-11-28
482,63.98831666666667,2016-11-29
483,68.34596481481482,2016-11-30
484,69.9802962962963,2016-12-01
485,69.41382222222222,2016-12-02
486,70.44949259259259,2016-12-05
487,69.73933148148147,2016-12-06
488,70.0880425925926,2016-12-07
489,70.6929611111111,2016-12-08
490,70.99955925925926,2016-12-09
491,71.9815925925926,2016-12-12
492,71.54820555555555,2016-12-13
493,71.07467777777778,2016-12-14
494,70.06778703703704,2016-12-15
495,70.38838148148147,2016-12-16
496,70.31585000000001,2016-12-19
497,70.37172777777778,2016-12-20
498,70.34274074074072,2016-12-21
499,70.38525370370371,2016-12-22
500,70.3244111111111,2016-12-23
501,70.61106111111111,2016-12-27
502,70.18794444444444,2016-12-28
503,69.56720555555556,2016-12-29
504,69.41848148148148,2016-12-30
505,70.14906481481482,2017-01-03
506,70.16020185185187,2017-01-04
507,70.25908703703702,2017-01-05
508,70.27902222222222,2017-01-06
509,69.4608111111111,2017-01-09
510,69.07548703703704,2017-01-10
511,69.20159259259259,2017-01-11
512,69.29162592592591,2017-01-12
513,68.83038888888889,2017-01-13
514,69.16039259259259,2017-01-17
515,68.87752222222223,2017-01-18
516,68.93043518518519,2017-01-19
517,69.3101037037037,2017-01-20
518,68.47527037037037,2017-01-23
519,68.94333703703703,2017-01-24
520,69.44932037037037,2017-01-25
521,69.68983333333333,2017-01-26
522,68.95563888888888,2017-01-27
523,67.61138888888888,2017-01-30
524,67.13401851851852,2017-01-31
525,67.31264444444443,2017-02-01
526,67.00248703703704,2017-02-02
527,67.76032037037037,2017-02-03
528,67.67902407407406,2017-02-06
529,66.23351111111111,2017-02-07
530,65.45244999999998,2017-02-08
531,67.07076481481482,2017-02-09
532,67.98467222222223,2017-02-10
533,67.77608703703703,2017-02-13
534,67.8173388888889,2017-02-14
535,67.99962222222221,2017-02-15
536,67.42230925925926,2017-02-16
537,66.61046296296297,2017-02-17
538,67.21759074074073,2017-02-21
539,66.22485185185185,2017-02-22
540,66.02631481481481,2017-02-23
541,65.32942777777777,2017-02-24
542,65.66203703703705,2017-02-27
543,65.53652407407408,2017-02-28
544,66.67441296296296,2017-03-01
545,66.38680185185186,2017-03-02
546,66.20025925925925,2017-03-03
547,66.03479814814816,2017-03-06
548,66.02510555555556,2017-03-07
549,64.64058333333334,2017-03-08
550,63.42564814814815,2017-03-09
551,63.986479629629635,2017-03-10
552,63.99179814814816,2017-03-13
553,63.0617,2017-03-14
554,64.22799444444443,2017-03-15
555,64.52888518518519,2017-03-16
556,64.51737407407407,2017-03-17
557,63.870074074074076,2017-03-20
558,63.9039611111111,2017-03-21
559,63.267714814814816,2017-03-22
560,63.20432592592592,2017-03-23
561,62.967970370370374,2017-03-24
562,62.27167037037037,2017-03-27
563,63.09057407407408,2017-03-28
564,64.10863333333334,2017-03-29
565,64.84414629629629,2017-03-30
566,64.46656481481482,2017-03-31
567,64.16998148148147,2017-04-03
568,64.36106851851852,2017-04-04
569,65.22682407407407,2017-04-05
570,64.94030185185186,2017-04-06
571,65.0685037037037,2017-04-07
572,65.45001111111111,2017-04-10
573,65.23603703703704,2017-04-11
574,65.5922962962963,2017-04-12
575,64.65448518518518,2017-04-13
576,64.11205370370371,2017-04-17
577,63.83509259259259,2017-04-18
578,62.98063888888888,2017-04-19
579,62.77187037037037,2017-04-20
580,62.431987037037025,2017-04-21
581,62.93861111111111,2017-04-24
582,63.272455555555545,2017-04-25
583,63.71235740740742,2017-04-26
584,62.04594259259258,2017-04-27
585,62.24475370370371,2017-04-28
586,61.79204444444444,2017-05-01
587,61.54917222222223,2017-05-02
588,61.29362592592592,2017-05-03
589,60.31638703703705,2017-05-04
590,60.8676574074074,2017-05-05
591,61.64529814814814,2017-05-08
592,61.573292592592594,2017-05-09
593,62.15407592592592,2017-05-10
594,62.2095074074074,2017-05-11
595,61.83424999999999,2017-05-12
596,62.544451851851846,2017-05-15
597,62.01094814814814,2017-05-16
