,Date,High Price,Low Price,Average Price
603,8/14/2016,49.92857143,45.71428571,47.77571429
604,8/15/2016,52.33333333,48.16666667,49.87666667
605,8/16/2016,52.33333333,48.16666667,49.87666667
606,8/17/2016,52.33333333,48.16666667,49.87666667
607,8/18/2016,52.33333333,48.16666667,49.87666667
608,8/19/2016,52.33333333,48.16666667,49.87666667
609,8/20/2016,52.33333333,48.16666667,49.87666667
610,8/21/2016,52.33333333,48.16666667,49.87666667
611,8/22/2016,52.33333333,48.16666667,49.87666667
612,8/23/2016,52.33333333,48.16666667,49.87666667
613,8/24/2016,52.33333333,48.16666667,49.87666667
614,8/25/2016,52.33333333,48.16666667,49.87666667
615,8/26/2016,52.33333333,48.16666667,49.87666667
616,8/27/2016,52.33333333,48.16666667,49.87666667
617,8/28/2016,52.33333333,48.16666667,49.87666667
618,8/29/2016,52.33333333,48.16666667,49.87666667
619,8/30/2016,52.33333333,48.16666667,49.87666667
620,8/31/2016,52.33333333,48.16666667,49.87666667
621,9/1/2016,52.33333333,48.16666667,49.87666667
622,9/2/2016,52.33333333,48.16666667,49.87666667
623,9/3/2016,52.33333333,48.16666667,49.87666667
624,9/4/2016,52.33333333,48.16666667,49.87666667
625,9/5/2016,52.33333333,48.16666667,49.87666667
626,9/6/2016,52.33333333,48.16666667,49.87666667
627,9/7/2016,52.33333333,48.16666667,49.87666667
628,9/8/2016,52.33333333,48.16666667,49.87666667
629,9/9/2016,52.33333333,48.16666667,49.87666667
630,9/10/2016,52.33333333,48.16666667,49.87666667
631,9/11/2016,52.33333333,48.16666667,49.87666667
632,9/12/2016,52.33333333,48.16666667,49.87666667
633,9/13/2016,52.33333333,48.16666667,49.87666667
634,9/14/2016,52.33333333,48.16666667,49.87666667
635,9/15/2016,52.33333333,48.16666667,49.87666667
636,9/16/2016,52.33333333,48.16666667,49.87666667
637,9/17/2016,52.33333333,48.16666667,49.87666667
638,9/18/2016,52.33333333,48.16666667,49.87666667
639,9/19/2016,52.33333333,48.16666667,49.87666667
640,9/20/2016,52.33333333,48.16666667,49.87666667
641,9/21/2016,52.33333333,48.16666667,49.87666667
642,9/22/2016,52.33333333,48.16666667,49.87666667
643,9/23/2016,52.33333333,48.16666667,49.87666667
644,9/24/2016,52.33333333,48.16666667,49.87666667
645,9/25/2016,52.33333333,48.16666667,49.87666667
646,9/26/2016,52.33333333,48.16666667,49.87666667
647,9/27/2016,52.33333333,48.16666667,49.87666667
648,9/28/2016,52.33333333,48.16666667,49.87666667
649,9/29/2016,52.33333333,48.16666667,49.87666667
650,9/30/2016,52.33333333,48.16666667,49.87666667
,,,,
652,10/1/2016,52.33333333,48.16666667,49.87666667
653,10/2/2016,52.33333333,48.16666667,49.87666667
654,10/3/2016,52.33333333,48.16666667,49.87666667
655,10/4/2016,52.33333333,48.16666667,49.87666667
656,10/5/2016,52.33333333,48.16666667,49.87666667
657,10/6/2016,52.33333333,48.16666667,49.87666667
658,10/7/2016,52.33333333,48.16666667,49.87666667
659,10/8/2016,52.33333333,48.16666667,49.87666667
660,10/9/2016,52.33333333,48.16666667,49.87666667
661,10/10/2016,52.33333333,48.16666667,49.87666667
662,10/11/2016,52.33333333,48.16666667,49.87666667
663,10/12/2016,52.33333333,48.16666667,49.87666667
664,10/13/2016,52.33333333,48.16666667,49.87666667
665,10/14/2016,52.33333333,48.16666667,49.87666667
666,10/15/2016,52.33333333,48.16666667,49.87666667
667,10/16/2016,52.33333333,48.16666667,49.87666667
668,10/17/2016,52.33333333,48.16666667,49.87666667
669,10/18/2016,52.33333333,48.16666667,49.87666667
670,10/19/2016,52.33333333,48.16666667,49.87666667
671,10/20/2016,52.33333333,48.16666667,49.87666667
672,10/21/2016,52.33333333,48.16666667,49.87666667
673,10/22/2016,52.33333333,48.16666667,49.87666667
674,10/23/2016,52.33333333,48.16666667,49.87666667
675,10/24/2016,52.33333333,48.16666667,49.87666667
676,10/25/2016,52.33333333,48.16666667,49.87666667
677,10/26/2016,52.33333333,48.16666667,49.87666667
678,10/27/2016,52.33333333,48.16666667,49.87666667
679,10/28/2016,52.33333333,48.16666667,49.87666667
680,10/29/2016,52.33333333,48.16666667,49.87666667
681,10/30/2016,52.33333333,48.16666667,49.87666667
682,10/31/2016,52.33333333,48.16666667,49.87666667
683,11/1/2016,52.33333333,48.16666667,49.87666667
684,11/2/2016,52.33333333,48.16666667,49.87666667
685,11/3/2016,52.33333333,48.16666667,49.87666667
686,11/4/2016,52.33333333,48.16666667,49.87666667
687,11/5/2016,52.33333333,48.16666667,49.87666667
688,11/6/2016,52.33333333,48.16666667,49.87666667
689,11/7/2016,52.33333333,48.16666667,49.87666667
690,11/8/2016,52.33333333,48.16666667,49.87666667
691,11/9/2016,52.33333333,48.16666667,49.87666667
692,11/10/2016,52.33333333,48.16666667,49.87666667
693,11/11/2016,52.33333333,48.16666667,49.87666667
694,11/12/2016,52.33333333,48.16666667,49.87666667
695,11/13/2016,52.33333333,48.16666667,49.87666667
696,11/14/2016,52.33333333,48.16666667,49.87666667
697,11/15/2016,52.33333333,48.16666667,49.87666667
698,11/16/2016,52.33333333,48.16666667,49.87666667
699,11/17/2016,52.33333333,48.16666667,49.87666667
700,11/18/2016,52.33333333,48.16666667,49.87666667
701,11/19/2016,52.33333333,48.16666667,49.87666667
702,11/20/2016,52.33333333,48.16666667,49.87666667
703,11/21/2016,52.33333333,48.16666667,49.87666667
704,11/22/2016,52.33333333,48.16666667,49.87666667
705,11/23/2016,52.33333333,48.16666667,49.87666667
706,11/24/2016,52.33333333,48.16666667,49.87666667
707,11/25/2016,52.33333333,48.16666667,49.87666667
708,11/26/2016,52.33333333,48.16666667,49.87666667
709,11/27/2016,52.33333333,48.16666667,49.87666667
710,11/28/2016,52.33333333,48.16666667,49.87666667
711,11/29/2016,52.33333333,48.16666667,49.87666667
712,11/30/2016,52.33333333,48.16666667,49.87666667
714,12/1/2016,52.33333333,48.16666667,49.87666667
715,12/2/2016,52.33333333,48.16666667,49.87666667
716,12/3/2016,52.33333333,48.16666667,49.87666667
717,12/4/2016,52.33333333,48.16666667,49.87666667
718,12/5/2016,52.33333333,48.16666667,49.87666667
719,12/6/2016,52.33333333,48.16666667,49.87666667
720,12/7/2016,52.33333333,48.16666667,49.87666667
721,12/8/2016,52.33333333,48.16666667,49.87666667
722,12/9/2016,52.33333333,48.16666667,49.87666667
723,12/10/2016,52.33333333,48.16666667,49.87666667
724,12/11/2016,52.33333333,48.16666667,49.87666667
725,12/12/2016,52.33333333,48.16666667,49.87666667
726,12/13/2016,52.33333333,48.16666667,49.87666667
727,12/14/2016,52.33333333,48.16666667,49.87666667
728,12/15/2016,52.33333333,48.16666667,49.87666667
729,12/16/2016,52.33333333,48.16666667,49.87666667
730,12/17/2016,52.33333333,48.16666667,49.87666667
731,12/18/2016,52.33333333,48.16666667,49.87666667
732,12/19/2016,52.33333333,48.16666667,49.87666667
733,12/20/2016,52.33333333,48.16666667,49.87666667
734,12/21/2016,52.33333333,48.16666667,49.87666667
735,12/22/2016,52.33333333,48.16666667,49.87666667
736,12/23/2016,52.33333333,48.16666667,49.87666667
737,12/24/2016,52.33333333,48.16666667,49.87666667
738,12/25/2016,52.33333333,48.16666667,49.87666667
739,12/26/2016,52.33333333,48.16666667,49.87666667
740,12/27/2016,52.33333333,48.16666667,49.87666667
741,12/28/2016,52.33333333,48.16666667,49.87666667
742,12/29/2016,52.33333333,48.16666667,49.87666667
743,12/30/2016,52.33333333,48.16666667,49.87666667
744,12/31/2016,52.33333333,48.16666667,49.87666667
